"id","timestamp","miningSiteId","condition","temperature","humidity","windSpeed","windDirection","rainfall","visibility","waveHeight","seaCondition","isOperational","riskLevel","remarks"
"cmifyj1dy0ah22o7goncqelbo","2025-11-26T07:20:07.438Z","cmifyit1u00gp2o7gqzt93hpw","HUJAN_SEDANG",26.09507267715051,73.10751542982406,6.975920230073367,"E",34.33594891630021,"EXCELLENT",,,false,"HIGH",
"cmifyj1e10ah42o7g15j25571","2025-11-25T22:23:32.029Z","cmifyit1x00gq2o7gikzflhb4","BERAWAN",31.01714680964986,84.75290224196908,6.191890685431449,"NW",0,"EXCELLENT",,,true,"LOW",
"cmifyj1e20ah62o7g70tigjx6","2025-11-25T15:35:48.685Z","cmifyit1y00gr2o7go0hgon4i","MENDUNG",26.23010269023393,61.81764794268934,6.354301534880031,"SE",0,"POOR",,,true,"LOW",
"cmifyj1e30ah82o7g2ttzom17","2025-11-25T18:35:21.975Z","cmifyit1z00gs2o7gbe1wd3g8","BERAWAN",26.09263290793173,89.64223960483818,18.19801123403185,"E",0,"MODERATE",,,false,"LOW",
"cmifyj1e50aha2o7g8rxx2v41","2025-11-26T09:28:26.225Z","cmifyit2100gt2o7g1d8n35a2","HUJAN_RINGAN",30.55527530794537,81.53872256677755,9.447997593800142,"S",14.27376123968489,"POOR",,,true,"MEDIUM",
"cmifyj1e60ahc2o7gtosixdhp","2025-11-26T11:42:16.737Z","cmifyit2200gu2o7g0d9bcrxq","CERAH",25.42951628889897,82.35442243898261,6.031076530177559,"W",0,"POOR",,,true,"LOW",
"cmifyj1e70ahe2o7g5oovak9m","2025-11-26T08:59:41.718Z","cmifyit2300gv2o7grh0tsz83","CERAH",29.77474552136491,69.10591644085738,5.938819818158954,"NW",0,"EXCELLENT",,,true,"LOW",
"cmifyj1e90ahg2o7gwdge2n95","2025-11-26T06:31:25.665Z","cmifyit2400gw2o7grpraatck","BERAWAN",29.40634032135543,60.47919911408636,17.42575959756605,"NE",0,"GOOD",,,true,"LOW",
"cmifyj1ea0ahi2o7geehmg0dp","2025-11-25T19:51:23.531Z","cmifyit2500gx2o7gn9uuia6v","MENDUNG",27.7995621212745,83.43886207998736,14.49538484958232,"SE",0,"GOOD",,,true,"LOW",
"cmifyj1eb0ahk2o7gwotcu42w","2025-11-26T08:01:14.158Z","cmifyit2600gy2o7g3avh0e4v","HUJAN_RINGAN",30.10648424633013,89.11297260722345,1.481772575443201,"SW",15.19287800238313,"EXCELLENT",,,true,"MEDIUM",
"cmifyj1ed0ahm2o7gwkqldjyf","2025-11-25T17:24:20.862Z","cmifyit2700gz2o7gjjumvw1q","MENDUNG",28.53025742786554,74.44777384161426,18.47392533700337,"S",0,"GOOD",,,true,"LOW",
"cmifyj1ee0aho2o7g7qkmsqvl","2025-11-25T22:36:41.526Z","cmifyit2800h02o7gw02gttx6","HUJAN_LEBAT",28.03336780461397,65.33215986024794,17.2401418390305,"N",36.82139395526566,"MODERATE",,,false,"HIGH",
"cmifyj1eg0ahq2o7gbqj1vqpb","2025-11-26T00:41:17.337Z","cmifyit2900h12o7gq97zv2a3","HUJAN_SEDANG",25.05467313071222,72.67702228681745,18.91374711682789,"S",8.77006393225419,"EXCELLENT",,,true,"LOW",
"cmifyj1eh0ahs2o7gncujonkz","2025-11-25T16:03:31.845Z","cmifyit2a00h22o7gp0b0s0te","CERAH",31.16184546845545,86.97949056966766,5.69695258068021,"W",0,"GOOD",,,true,"LOW",
"cmifyj1ei0ahu2o7gioxmbw9c","2025-11-25T22:46:19.766Z","cmifyit2b00h32o7g275p8h3i","MENDUNG",31.38291425292555,74.8720395229283,4.109241882746044,"SE",0,"MODERATE",,,true,"LOW",
"cmifyj1ej0ahw2o7goflcwf8b","2025-11-25T22:52:15.421Z","cmifyit2d00h42o7gihng5lzo","MENDUNG",30.88182028098477,76.15160556374754,14.77508907090252,"SE",0,"POOR",,,true,"LOW",
